age,job,marital,education,default,housing,loan,duration,voicemail,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
35,blue-collar,married,basic.9y,no,yes,no,105,no,-3,92.713,-33,0.707,5023.5,no
49,technician,married,basic.9y,no,yes,no,146,no,1.1,93.994,-36.4,4.857,5191,no
35,blue-collar,married,basic.9y,unknown,yes,no,19,no,1.4,93.918,-42.7,4.968,5228.1,no
36,admin.,married,university.degree,no,no,no,65,yes,-1.8,92.893,-46.2,1.266,5099.1,no
29,technician,single,university.degree,no,yes,yes,281,yes,-0.1,93.2,-42,4.076,5195.8,no
30,admin.,single,high.school,no,unknown,unknown,229,no,-0.1,93.2,-42,4.153,5195.8,no
24,student,married,university.degree,no,no,no,114,yes,1.4,93.918,-42.7,4.961,5228.1,no
47,admin.,single,university.degree,no,yes,no,243,yes,-2.9,92.963,-40.8,1.281,5076.2,yes
32,blue-collar,married,basic.4y,no,no,yes,80,yes,-1.8,92.893,-46.2,1.266,5099.1,no
34,technician,single,professional.course,no,no,no,468,yes,1.4,93.444,-36.1,4.965,5228.1,no
34,admin.,single,university.degree,no,no,no,101,unknown,-1.8,92.893,-46.2,1.25,5099.1,no
39,technician,married,professional.course,no,no,no,83,no,1.4,94.465,-41.8,4.961,5228.1,no
47,blue-collar,married,basic.9y,no,yes,yes,74,yes,-1.8,92.893,-46.2,1.334,5099.1,no
32,technician,married,high.school,no,yes,no,67,yes,-1.8,92.893,-46.2,1.344,5099.1,no
29,technician,single,university.degree,no,yes,no,438,no,1.4,93.918,-42.7,4.963,5228.1,no
57,retired,married,university.degree,no,yes,no,12,no,1.4,94.465,-41.8,4.959,5228.1,no
49,management,married,high.school,no,no,no,582,yes,-0.1,93.2,-42,4.12,5195.8,no
42,technician,married,professional.course,unknown,yes,no,721,yes,1.4,93.918,-42.7,4.968,5228.1,no
29,admin.,single,university.degree,unknown,yes,no,142,no,1.4,93.444,-36.1,4.966,5228.1,no
34,technician,married,professional.course,no,yes,yes,224,no,1.1,93.994,-36.4,4.855,5191,no
51,entrepreneur,divorced,university.degree,no,yes,no,212,yes,-1.8,92.893,-46.2,1.299,5099.1,no
47,blue-collar,divorced,basic.9y,no,no,no,295,no,-1.8,92.893,-46.2,1.344,5099.1,no
53,technician,married,professional.course,no,yes,no,247,no,-1.8,93.369,-34.8,0.646,5008.7,no
28,technician,married,basic.9y,no,yes,no,236,no,1.4,93.918,-42.7,4.96,5228.1,no
27,technician,single,university.degree,no,yes,no,184,yes,-1.1,94.601,-49.5,1.043,4963.6,yes
23,admin.,single,university.degree,no,yes,no,104,yes,-1.7,94.215,-40.3,0.881,4991.6,no
30,student,single,high.school,no,no,no,200,yes,-1.7,94.027,-38.3,0.904,4991.6,no
42,blue-collar,married,basic.6y,no,yes,no,172,yes,-1.8,92.893,-46.2,1.281,5099.1,no
38,admin.,single,university.degree,no,yes,no,190,yes,1.4,94.465,-41.8,4.962,5228.1,no
29,admin.,married,university.degree,no,yes,yes,245,no,-1.8,93.075,-47.1,1.405,5099.1,no
44,housemaid,married,basic.4y,no,yes,no,31,yes,-1.8,92.893,-46.2,1.281,5099.1,no
59,retired,married,high.school,no,unknown,unknown,204,no,1.4,93.444,-36.1,4.968,5228.1,no
45,management,single,basic.9y,no,yes,no,165,yes,-0.1,93.2,-42,4.076,5195.8,no
51,management,married,university.degree,unknown,no,yes,93,yes,1.4,94.465,-41.8,4.955,5228.1,no
28,services,married,high.school,no,yes,yes,114,yes,1.1,93.994,-36.4,4.857,5191,no
29,technician,married,university.degree,no,yes,yes,94,yes,1.4,93.444,-36.1,4.964,5228.1,no
28,technician,single,professional.course,no,yes,no,477,yes,-1.8,93.075,-47.1,1.483,5099.1,no
29,technician,single,professional.course,no,yes,no,231,no,-1.8,92.893,-46.2,1.281,5099.1,no
40,admin.,single,high.school,unknown,yes,no,142,yes,1.4,94.465,-41.8,4.865,5228.1,no
43,blue-collar,married,basic.4y,no,yes,no,221,yes,-1.8,92.893,-46.2,1.244,5099.1,no
54,management,married,university.degree,no,no,yes,218,no,1.4,93.918,-42.7,4.961,5228.1,no
42,admin.,married,university.degree,no,yes,no,370,no,-1.8,92.893,-46.2,1.354,5099.1,no
55,services,married,high.school,no,no,no,336,yes,-1.8,92.893,-46.2,1.244,5099.1,no
49,blue-collar,single,basic.4y,unknown,no,no,121,no,1.4,93.918,-42.7,4.962,5228.1,no
52,services,married,professional.course,unknown,yes,yes,84,no,1.4,93.444,-36.1,4.965,5228.1,no
32,admin.,married,high.school,no,no,no,52,yes,1.4,93.444,-36.1,4.966,5228.1,no
23,admin.,single,university.degree,no,yes,yes,69,no,1.4,93.918,-42.7,4.96,5228.1,no
34,technician,married,professional.course,no,yes,yes,42,no,-0.1,93.2,-42,4.076,5195.8,no
36,services,married,high.school,no,no,no,98,no,1.4,93.918,-42.7,4.963,5228.1,no
54,admin.,single,university.degree,unknown,no,no,218,yes,1.4,93.444,-36.1,4.968,5228.1,no
39,services,divorced,basic.9y,no,yes,no,51,yes,1.1,93.994,-36.4,4.86,5191,no
50,housemaid,divorced,basic.4y,no,no,no,57,no,-1.1,94.199,-37.5,0.877,4963.6,no
30,services,single,high.school,no,yes,no,181,yes,-2.9,92.963,-40.8,1.26,5076.2,yes
27,blue-collar,married,basic.9y,no,no,yes,1170,no,1.1,93.994,-36.4,4.855,5191,no
32,admin.,divorced,university.degree,no,yes,no,147,yes,1.1,93.994,-36.4,4.86,5191,no
54,technician,married,university.degree,unknown,no,no,71,no,1.4,94.465,-41.8,4.96,5228.1,no
40,blue-collar,married,basic.4y,unknown,unknown,unknown,135,yes,1.4,93.918,-42.7,4.962,5228.1,no
50,blue-collar,married,professional.course,unknown,yes,no,157,yes,-1.8,92.893,-46.2,1.327,5099.1,no
35,technician,single,professional.course,no,unknown,unknown,146,no,-1.8,92.893,-46.2,1.299,5099.1,no
26,admin.,single,university.degree,no,yes,no,355,no,-1.1,94.199,-37.5,0.881,4963.6,no
45,admin.,single,university.degree,no,yes,no,99,no,1.4,93.444,-36.1,4.965,5228.1,no
28,technician,married,high.school,no,no,no,180,no,1.1,93.994,-36.4,4.856,5191,no
28,blue-collar,single,basic.4y,no,yes,no,101,yes,1.1,93.994,-36.4,4.857,5191,no
50,technician,married,professional.course,no,no,no,121,yes,1.1,93.994,-36.4,4.859,5191,no
31,blue-collar,married,basic.6y,no,yes,no,55,no,1.4,94.465,-41.8,4.959,5228.1,no
34,admin.,single,university.degree,no,no,no,114,yes,1.4,93.444,-36.1,4.964,5228.1,no
56,blue-collar,married,basic.4y,unknown,no,no,368,no,1.4,93.918,-42.7,4.961,5228.1,no
29,entrepreneur,married,basic.4y,no,no,no,103,yes,1.4,93.918,-42.7,4.961,5228.1,no
58,admin.,married,university.degree,no,no,no,233,yes,1.4,93.444,-36.1,4.965,5228.1,no
46,blue-collar,married,basic.4y,no,no,no,471,no,-1.8,92.893,-46.2,1.299,5099.1,no
35,blue-collar,divorced,basic.9y,no,no,yes,131,yes,1.1,93.994,-36.4,4.856,5191,no
34,management,married,university.degree,unknown,yes,no,281,no,-1.8,92.893,-46.2,1.327,5099.1,no
39,admin.,single,high.school,no,no,no,297,yes,-1.8,93.075,-47.1,1.405,5099.1,no
40,management,married,unknown,no,yes,no,165,unknown,-0.1,93.2,-42,4.076,5195.8,no
40,admin.,married,university.degree,no,yes,yes,117,no,1.4,93.444,-36.1,4.966,5228.1,no
54,blue-collar,married,basic.4y,unknown,yes,yes,71,yes,1.4,93.918,-42.7,4.962,5228.1,no
25,admin.,single,university.degree,no,no,no,94,yes,-2.9,92.963,-40.8,1.26,5076.2,no
40,unemployed,married,professional.course,no,yes,no,155,no,-3.4,92.379,-29.8,0.773,5017.5,no
49,blue-collar,married,basic.4y,unknown,no,no,67,no,1.4,94.465,-41.8,4.958,5228.1,no
41,admin.,married,unknown,no,yes,no,228,no,-1.1,94.199,-37.5,0.879,4963.6,no
32,admin.,married,high.school,no,no,no,549,no,1.4,93.918,-42.7,4.96,5228.1,no
44,admin.,divorced,university.degree,no,no,no,39,no,1.4,94.465,-41.8,4.959,5228.1,no
41,admin.,married,university.degree,no,no,no,1360,yes,1.4,93.918,-42.7,4.96,5228.1,yes
30,technician,single,university.degree,no,yes,yes,433,yes,1.4,93.444,-36.1,4.966,5228.1,no
27,blue-collar,single,basic.9y,no,yes,no,352,no,-1.8,92.893,-46.2,1.344,5099.1,no
41,blue-collar,married,basic.4y,no,yes,no,152,yes,1.1,93.994,-36.4,4.856,5191,no
36,blue-collar,married,basic.9y,unknown,yes,no,38,yes,-1.8,92.893,-46.2,1.281,5099.1,no
54,entrepreneur,married,professional.course,no,yes,yes,134,no,-0.1,93.2,-42,4.153,5195.8,no
30,blue-collar,single,professional.course,no,no,no,165,yes,-1.8,93.876,-40,0.668,5008.7,no
25,student,single,unknown,unknown,yes,no,81,yes,-2.9,92.201,-31.4,0.825,5076.2,no
42,management,married,high.school,no,no,no,59,no,-0.1,93.2,-42,4.076,5195.8,no
36,services,divorced,basic.9y,no,yes,no,255,yes,-1.8,92.893,-46.2,1.291,5099.1,no
45,admin.,married,university.degree,unknown,yes,no,99,yes,1.1,93.994,-36.4,4.857,5191,no
38,technician,married,university.degree,unknown,no,no,257,yes,1.1,93.994,-36.4,4.855,5191,no
38,admin.,single,professional.course,no,no,no,160,yes,1.1,93.994,-36.4,4.857,5191,no
34,blue-collar,married,basic.4y,no,no,no,78,yes,1.4,94.465,-41.8,4.967,5228.1,no
44,admin.,married,basic.9y,unknown,no,no,217,yes,-1.8,92.893,-46.2,1.334,5099.1,no
37,services,single,basic.9y,no,no,no,37,yes,-1.8,92.893,-46.2,1.344,5099.1,no
39,blue-collar,single,basic.9y,no,no,no,650,yes,1.1,93.994,-36.4,4.856,5191,yes
57,admin.,married,university.degree,no,no,no,230,no,1.4,93.918,-42.7,4.96,5228.1,no
34,technician,married,professional.course,unknown,yes,no,64,no,1.4,93.918,-42.7,4.963,5228.1,no
25,admin.,married,unknown,no,no,no,112,no,1.4,94.465,-41.8,4.865,5228.1,no
52,admin.,married,high.school,no,yes,no,152,no,-1.8,93.075,-47.1,1.435,5099.1,no
23,technician,single,high.school,no,no,no,104,yes,-1.8,92.893,-46.2,1.266,5099.1,no
57,technician,married,basic.4y,unknown,no,no,101,yes,1.1,93.994,-36.4,4.857,5191,no
50,admin.,married,university.degree,no,no,no,206,yes,-0.1,93.2,-42,4.021,5195.8,no
46,technician,married,professional.course,no,no,yes,63,yes,1.4,94.465,-41.8,4.865,5228.1,no
43,blue-collar,single,basic.4y,unknown,no,no,339,yes,1.1,93.994,-36.4,4.858,5191,no
38,management,divorced,university.degree,no,no,no,136,yes,-0.1,93.2,-42,4.191,5195.8,no
53,admin.,single,basic.6y,no,yes,yes,148,no,1.1,93.994,-36.4,4.857,5191,no
35,self-employed,unknown,university.degree,no,no,no,221,no,-0.1,93.2,-42,4.076,5195.8,no
28,services,married,high.school,no,no,no,289,no,1.4,93.918,-42.7,4.962,5228.1,no
25,blue-collar,single,basic.9y,no,yes,no,155,yes,1.1,93.994,-36.4,4.859,5191,no
56,services,divorced,high.school,unknown,no,no,311,yes,1.1,93.994,-36.4,4.86,5191,no
56,technician,married,university.degree,unknown,no,no,17,no,1.4,93.918,-42.7,4.96,5228.1,no
33,services,single,high.school,no,yes,no,326,yes,1.4,94.465,-41.8,4.961,5228.1,no
31,housemaid,single,professional.course,unknown,yes,yes,213,yes,1.4,93.444,-36.1,4.966,5228.1,no
48,admin.,divorced,university.degree,no,no,no,544,yes,-1.7,94.027,-38.3,0.904,4991.6,yes
45,self-employed,divorced,university.degree,no,yes,yes,173,yes,1.4,94.465,-41.8,4.961,5228.1,no
24,blue-collar,married,basic.9y,no,yes,no,160,unknown,-3.4,92.431,-26.9,0.72,5017.5,no
33,blue-collar,married,basic.9y,no,yes,yes,341,no,-1.8,92.893,-46.2,1.291,5099.1,no
38,admin.,married,high.school,unknown,no,no,121,yes,-1.8,93.075,-47.1,1.405,5099.1,no
48,housemaid,married,basic.4y,unknown,no,yes,148,yes,1.4,93.444,-36.1,4.97,5228.1,no
28,entrepreneur,married,basic.9y,unknown,no,no,22,no,-1.8,92.893,-46.2,1.25,5099.1,no
50,self-employed,married,basic.4y,unknown,unknown,unknown,153,no,1.1,93.994,-36.4,4.856,5191,no
29,admin.,married,university.degree,no,yes,yes,281,yes,1.4,94.465,-41.8,4.958,5228.1,no
38,blue-collar,married,basic.6y,no,no,no,177,yes,1.1,93.994,-36.4,4.857,5191,no
18,student,single,unknown,no,yes,yes,297,no,-1.7,94.027,-38.3,0.9,4991.6,no
31,unemployed,married,basic.9y,no,yes,no,43,no,-1.8,92.893,-46.2,1.281,5099.1,no
34,blue-collar,married,basic.9y,no,yes,no,487,yes,1.4,93.918,-42.7,4.963,5228.1,no
38,admin.,married,university.degree,no,yes,no,43,no,1.4,94.465,-41.8,4.961,5228.1,no
57,admin.,single,high.school,no,yes,no,26,no,-1.8,92.893,-46.2,1.244,5099.1,no
35,technician,divorced,unknown,no,yes,yes,432,no,1.1,93.994,-36.4,4.856,5191,no
77,retired,divorced,professional.course,no,no,no,258,yes,-1.7,94.027,-38.3,0.898,4991.6,no
29,blue-collar,single,basic.9y,unknown,yes,yes,532,yes,1.4,93.918,-42.7,4.961,5228.1,no
46,management,married,university.degree,no,no,yes,153,yes,1.4,93.918,-42.7,4.962,5228.1,no
21,student,single,high.school,no,yes,yes,286,yes,-1.7,94.055,-39.8,0.767,4991.6,yes
43,management,married,university.degree,no,no,no,75,yes,-2.9,92.201,-31.4,0.861,5076.2,no
43,admin.,married,basic.9y,unknown,no,no,294,no,1.4,93.918,-42.7,4.958,5228.1,no
31,technician,married,university.degree,no,no,no,146,yes,-1.1,94.601,-49.5,0.982,4963.6,no
39,student,single,unknown,no,yes,no,367,no,1.4,94.465,-41.8,4.961,5228.1,no
44,technician,single,university.degree,no,no,yes,228,yes,1.4,93.918,-42.7,4.963,5228.1,no
32,services,single,high.school,no,yes,no,53,yes,-1.8,92.893,-46.2,1.281,5099.1,no
43,self-employed,single,high.school,unknown,no,no,79,yes,-1.8,92.893,-46.2,1.281,5099.1,no
48,services,married,high.school,no,no,no,11,yes,-1.1,94.199,-37.5,0.881,4963.6,no
28,blue-collar,single,basic.6y,no,no,no,557,yes,1.1,93.994,-36.4,4.855,5191,no
36,blue-collar,married,basic.9y,no,yes,yes,55,no,-1.8,92.893,-46.2,1.281,5099.1,no
52,self-employed,divorced,basic.9y,no,yes,no,26,yes,-0.1,93.2,-42,4.076,5195.8,no
34,services,single,high.school,no,yes,no,541,yes,-1.8,92.893,-46.2,1.327,5099.1,no
37,admin.,married,high.school,no,yes,no,115,no,1.1,93.994,-36.4,4.857,5191,no
25,admin.,single,university.degree,no,no,no,101,no,-1.8,92.893,-46.2,1.334,5099.1,no
48,technician,divorced,professional.course,no,no,no,69,yes,1.4,93.444,-36.1,4.968,5228.1,no
36,self-employed,single,professional.course,no,yes,no,113,no,1.1,93.994,-36.4,4.857,5191,no
27,technician,single,professional.course,no,no,no,148,no,1.1,93.994,-36.4,4.857,5191,no
34,blue-collar,married,basic.9y,no,yes,no,151,yes,-1.8,93.075,-47.1,1.405,5099.1,no
42,services,married,high.school,no,yes,yes,73,no,-1.8,93.075,-47.1,1.405,5099.1,no
37,blue-collar,married,basic.9y,unknown,yes,no,117,no,1.4,93.918,-42.7,4.958,5228.1,no
41,blue-collar,married,basic.9y,unknown,no,no,142,no,1.4,94.465,-41.8,4.866,5228.1,no
51,blue-collar,married,basic.9y,unknown,yes,no,62,yes,-0.1,93.2,-42,4.153,5195.8,no
27,admin.,married,high.school,unknown,no,no,84,yes,1.4,93.918,-42.7,4.968,5228.1,no
35,admin.,single,university.degree,no,yes,no,199,no,1.4,93.918,-42.7,4.957,5228.1,no
31,services,divorced,high.school,no,yes,yes,90,yes,-0.1,93.2,-42,4.191,5195.8,no
31,blue-collar,single,basic.9y,no,yes,no,5,no,-1.1,94.199,-37.5,0.879,4963.6,no
31,blue-collar,married,basic.9y,no,no,no,280,yes,1.4,93.918,-42.7,4.961,5228.1,no
64,unknown,married,unknown,no,yes,no,239,no,-1.7,94.027,-38.3,0.905,4991.6,yes
33,management,married,university.degree,no,yes,no,35,yes,-1.8,92.893,-46.2,1.344,5099.1,no
41,blue-collar,married,basic.4y,unknown,yes,no,150,yes,-1.8,93.075,-47.1,1.405,5099.1,no
34,admin.,single,high.school,no,no,no,423,no,1.4,94.465,-41.8,4.961,5228.1,no
41,admin.,married,basic.9y,no,yes,no,135,no,-0.1,93.2,-42,4.12,5195.8,no
36,blue-collar,married,basic.6y,no,yes,no,70,no,-0.1,93.2,-42,4.12,5195.8,no
59,retired,married,professional.course,unknown,yes,no,59,no,1.4,94.465,-41.8,4.959,5228.1,no
56,management,married,basic.9y,no,yes,no,941,yes,1.4,94.465,-41.8,4.864,5228.1,yes
59,retired,married,professional.course,no,no,no,422,yes,1.1,93.994,-36.4,4.86,5191,no
32,admin.,single,university.degree,no,unknown,unknown,59,no,-0.1,93.2,-42,4.021,5195.8,no
40,technician,married,basic.9y,no,yes,no,34,yes,1.1,93.994,-36.4,4.857,5191,no
38,admin.,married,university.degree,no,yes,no,64,no,-3.4,92.649,-30.1,0.715,5017.5,yes
34,admin.,married,professional.course,no,yes,no,248,yes,1.1,93.994,-36.4,4.856,5191,no
41,unknown,married,unknown,no,no,no,258,yes,1.4,93.444,-36.1,4.97,5228.1,no
33,admin.,single,high.school,no,no,no,31,no,1.4,93.918,-42.7,4.96,5228.1,no
31,technician,single,high.school,no,yes,yes,113,yes,1.4,93.444,-36.1,4.967,5228.1,no
29,blue-collar,divorced,basic.9y,no,yes,no,168,no,-1.8,92.893,-46.2,1.281,5099.1,no
38,admin.,single,basic.9y,unknown,yes,no,247,yes,1.4,94.465,-41.8,4.962,5228.1,no
24,admin.,single,high.school,no,yes,yes,224,unknown,-1.8,92.843,-50,1.602,5099.1,yes
34,admin.,single,basic.6y,no,no,no,22,no,-1.8,92.893,-46.2,1.327,5099.1,no
27,admin.,married,high.school,no,yes,yes,201,yes,-1.8,92.893,-46.2,1.266,5099.1,no
32,blue-collar,married,high.school,no,no,no,319,yes,-1.8,92.893,-46.2,1.313,5099.1,no
49,admin.,married,high.school,no,yes,no,59,no,1.4,93.918,-42.7,4.963,5228.1,no
36,technician,divorced,basic.9y,no,no,no,372,no,1.4,93.918,-42.7,4.962,5228.1,no
46,blue-collar,single,basic.9y,unknown,yes,no,155,no,1.4,93.918,-42.7,4.963,5228.1,no
47,services,divorced,high.school,no,yes,no,313,no,1.1,93.994,-36.4,4.857,5191,no
37,services,married,high.school,unknown,yes,yes,73,no,1.1,93.994,-36.4,4.86,5191,no
31,services,married,high.school,no,unknown,unknown,582,yes,-1.8,92.893,-46.2,1.327,5099.1,no
36,technician,married,university.degree,no,yes,yes,232,yes,1.1,93.994,-36.4,4.856,5191,no
30,technician,single,university.degree,no,yes,no,173,no,-1.1,94.199,-37.5,0.879,4963.6,yes
32,entrepreneur,married,high.school,no,yes,no,100,yes,-0.1,93.2,-42,4.12,5195.8,no
54,management,married,university.degree,no,yes,no,42,yes,-2.9,92.963,-40.8,1.26,5076.2,no
51,blue-collar,married,basic.9y,no,no,yes,653,no,1.1,93.994,-36.4,4.855,5191,yes
28,technician,divorced,university.degree,no,yes,no,136,yes,1.4,93.918,-42.7,4.962,5228.1,no
54,management,married,university.degree,no,no,no,397,yes,-1.8,92.893,-46.2,1.264,5099.1,yes
31,admin.,married,high.school,unknown,yes,no,101,no,1.1,93.994,-36.4,4.856,5191,no
57,admin.,married,basic.6y,no,no,no,259,yes,-1.8,92.893,-46.2,1.259,5099.1,no
49,unemployed,married,professional.course,no,no,no,317,yes,-2.9,92.963,-40.8,1.268,5076.2,no
45,blue-collar,married,basic.6y,unknown,yes,no,157,yes,1.1,93.994,-36.4,4.857,5191,no
33,management,married,university.degree,unknown,yes,yes,258,yes,-1.8,93.075,-47.1,1.423,5099.1,no
53,services,married,university.degree,no,no,no,136,yes,-1.8,92.893,-46.2,1.25,5099.1,no
26,student,single,basic.9y,no,yes,no,1447,yes,-1.8,92.843,-50,1.811,5099.1,yes
31,technician,married,university.degree,no,no,no,56,yes,1.4,93.444,-36.1,4.964,5228.1,no
32,blue-collar,married,basic.9y,no,yes,no,999,yes,1.1,93.994,-36.4,4.856,5191,no
29,technician,married,high.school,unknown,no,no,321,no,1.4,93.918,-42.7,4.958,5228.1,no
31,technician,single,high.school,no,no,no,191,no,1.4,93.444,-36.1,4.966,5228.1,no
29,student,single,unknown,no,no,no,1143,no,-1.8,92.893,-46.2,1.299,5099.1,no
49,blue-collar,married,basic.9y,unknown,no,yes,667,no,1.1,93.994,-36.4,4.857,5191,no
26,admin.,single,university.degree,no,yes,yes,15,yes,-1.8,92.893,-46.2,1.291,5099.1,no
43,blue-collar,married,unknown,unknown,no,yes,73,yes,1.1,93.994,-36.4,4.859,5191,no
56,retired,married,basic.9y,no,yes,yes,71,yes,1.1,93.994,-36.4,4.856,5191,no
29,admin.,single,university.degree,no,yes,no,228,yes,1.4,93.444,-36.1,4.968,5228.1,no
31,technician,married,basic.9y,no,yes,no,17,yes,-0.1,93.2,-42,4.12,5195.8,no
50,blue-collar,married,basic.9y,unknown,yes,no,215,yes,1.4,93.918,-42.7,4.961,5228.1,no
37,technician,married,professional.course,no,yes,no,242,no,1.4,93.918,-42.7,4.955,5228.1,no
42,blue-collar,married,basic.4y,unknown,yes,yes,105,no,1.1,93.994,-36.4,4.857,5191,no
30,services,married,basic.9y,unknown,yes,no,209,no,-0.1,93.2,-42,4.191,5195.8,no
25,blue-collar,married,basic.6y,unknown,yes,no,59,yes,1.4,93.918,-42.7,4.958,5228.1,no
35,self-employed,single,university.degree,no,no,yes,197,yes,-0.1,93.2,-42,4.12,5195.8,no
37,entrepreneur,married,high.school,unknown,no,no,68,no,-0.1,93.2,-42,4.076,5195.8,no
30,entrepreneur,married,high.school,no,yes,no,164,yes,-0.1,93.2,-42,4.12,5195.8,no
33,blue-collar,married,basic.6y,unknown,yes,yes,1132,yes,1.1,93.994,-36.4,4.855,5191,yes
36,technician,married,university.degree,no,no,no,146,yes,1.1,93.994,-36.4,4.857,5191,no
46,services,married,high.school,no,no,no,60,yes,1.1,93.994,-36.4,4.857,5191,no
51,unemployed,married,basic.6y,no,no,no,280,unknown,-2.9,92.963,-40.8,1.26,5076.2,yes
33,technician,single,professional.course,no,yes,no,396,no,1.4,93.444,-36.1,4.966,5228.1,yes
26,entrepreneur,married,unknown,no,no,no,194,yes,1.1,93.994,-36.4,4.855,5191,no
40,blue-collar,divorced,high.school,unknown,no,no,155,yes,1.1,93.994,-36.4,4.86,5191,no
25,blue-collar,single,high.school,no,no,no,1068,no,-1.8,92.893,-46.2,1.25,5099.1,yes
38,management,married,basic.9y,unknown,no,no,772,no,1.1,93.994,-36.4,4.855,5191,yes
54,admin.,single,university.degree,no,no,no,337,yes,-1.8,92.893,-46.2,1.264,5099.1,yes
50,admin.,married,basic.6y,no,yes,no,137,yes,1.4,93.918,-42.7,4.963,5228.1,no
36,management,married,university.degree,no,yes,no,7,no,-1.8,92.893,-46.2,1.354,5099.1,no
43,admin.,single,university.degree,no,yes,no,213,no,1.4,93.444,-36.1,4.963,5228.1,no
57,management,divorced,university.degree,unknown,no,no,322,yes,-1.8,93.075,-47.1,1.405,5099.1,no
38,blue-collar,married,basic.4y,no,no,no,161,no,-1.8,92.893,-46.2,1.334,5099.1,no
27,admin.,single,high.school,no,yes,no,137,no,1.1,93.994,-36.4,4.855,5191,no
35,management,married,university.degree,no,yes,no,400,no,-0.1,93.2,-42,4.12,5195.8,no
28,technician,single,high.school,no,yes,no,124,yes,1.4,93.918,-42.7,4.961,5228.1,no
57,admin.,married,university.degree,unknown,yes,no,161,yes,1.4,93.444,-36.1,4.966,5228.1,no
40,blue-collar,married,basic.4y,unknown,no,no,22,yes,-0.1,93.2,-42,4.076,5195.8,no
43,blue-collar,married,basic.6y,no,no,yes,197,yes,1.4,93.918,-42.7,4.961,5228.1,no
34,technician,divorced,professional.course,no,yes,no,122,yes,-1.8,93.075,-47.1,1.405,5099.1,no
67,retired,married,unknown,no,no,no,140,no,-3.4,92.431,-26.9,0.722,5017.5,no
48,admin.,divorced,high.school,no,yes,no,309,yes,-0.1,93.2,-42,4.191,5195.8,no
35,admin.,single,high.school,no,yes,yes,200,no,-1.8,92.893,-46.2,1.291,5099.1,no
27,admin.,single,university.degree,no,no,no,409,yes,-1.8,92.893,-46.2,1.299,5099.1,no
25,admin.,single,high.school,no,yes,no,103,yes,1.4,93.918,-42.7,4.963,5228.1,no
42,technician,married,professional.course,no,yes,yes,50,yes,-1.8,92.893,-46.2,1.266,5099.1,no
47,admin.,divorced,university.degree,no,yes,no,208,yes,1.1,93.994,-36.4,4.857,5191,no
49,entrepreneur,married,university.degree,no,yes,no,13,yes,-0.1,93.2,-42,4.021,5195.8,no
36,admin.,single,basic.9y,no,yes,no,458,no,-1.8,92.893,-46.2,1.291,5099.1,yes
35,technician,married,professional.course,no,no,no,200,yes,1.4,94.465,-41.8,4.865,5228.1,no
29,blue-collar,married,basic.4y,no,yes,no,127,yes,-0.1,93.2,-42,4.191,5195.8,no
45,technician,married,professional.course,unknown,no,no,124,no,1.4,94.465,-41.8,4.967,5228.1,no
53,blue-collar,married,basic.6y,no,yes,no,95,no,1.1,93.994,-36.4,4.859,5191,no
41,admin.,married,university.degree,no,no,yes,114,yes,1.4,93.444,-36.1,4.965,5228.1,no
50,management,married,high.school,unknown,no,no,65,no,1.4,94.465,-41.8,4.961,5228.1,no
31,management,married,basic.9y,no,no,yes,161,no,1.1,93.994,-36.4,4.858,5191,no
46,services,married,high.school,no,no,no,174,yes,-1.8,92.893,-46.2,1.334,5099.1,no
36,blue-collar,married,high.school,unknown,no,no,713,no,1.1,93.994,-36.4,4.858,5191,no
43,blue-collar,single,professional.course,no,no,no,133,no,1.4,94.465,-41.8,4.866,5228.1,no
48,entrepreneur,married,basic.9y,unknown,yes,no,201,no,1.1,93.994,-36.4,4.856,5191,no
31,services,married,high.school,no,unknown,unknown,215,yes,-1.8,92.893,-46.2,1.327,5099.1,no
21,services,single,high.school,no,yes,yes,820,yes,-1.8,93.075,-47.1,1.435,5099.1,no
56,services,married,high.school,unknown,no,no,310,no,-1.8,92.893,-46.2,1.25,5099.1,no
54,management,married,basic.6y,no,no,no,255,yes,1.4,94.465,-41.8,4.962,5228.1,no
44,services,married,high.school,unknown,no,no,43,no,-0.1,93.2,-42,4.153,5195.8,no
31,unemployed,married,university.degree,no,no,no,91,yes,1.4,93.444,-36.1,4.963,5228.1,no
50,admin.,married,university.degree,no,no,no,587,no,-2.9,92.201,-31.4,0.859,5076.2,yes
48,admin.,married,university.degree,no,yes,yes,288,yes,-1.7,94.027,-38.3,0.9,4991.6,yes
26,self-employed,single,university.degree,no,yes,no,181,yes,-2.9,92.963,-40.8,1.244,5076.2,no
37,services,single,basic.9y,no,yes,no,320,no,1.1,93.994,-36.4,4.859,5191,no
37,unemployed,unknown,university.degree,no,no,no,100,no,-2.9,92.963,-40.8,1.262,5076.2,no
50,services,married,unknown,unknown,no,no,144,no,1.1,93.994,-36.4,4.856,5191,no
47,admin.,married,university.degree,no,yes,no,653,no,1.4,93.444,-36.1,4.965,5228.1,no
41,blue-collar,single,basic.9y,no,no,no,128,yes,-1.8,92.893,-46.2,1.334,5099.1,no
32,blue-collar,single,basic.9y,no,yes,no,22,yes,1.4,94.465,-41.8,4.961,5228.1,no
38,services,married,basic.9y,no,no,yes,177,no,-2.9,92.963,-40.8,1.224,5076.2,no
